Error =  8.28913Output =  25.698
Error =  -16.698Output =  -51.7654
Error =  60.7654Output =  188.383
Error =  -179.383Output =  -556.113
Error =  565.113Output =  1751.94
Error =  -1742.94Output =  -5403.37
Error =  5412.37Output =  16779.2
Error =  -16770.2Output =  -51990
Error =  51999Output =  161205
Error =  -161196Output =  -499732
Error =  499741Output =  1.54927e+06
Error =  -1.54926e+06Output =  -4.80295e+06
Error =  4.80296e+06Output =  1.48899e+07
Error =  -1.48899e+07Output =  -4.61609e+07
Error =  4.61609e+07Output =  1.43106e+08
Error =  -1.43106e+08Output =  -4.43649e+08
Error =  4.43649e+08Output =  1.37538e+09
Error =  -1.37538e+09Output =  -4.26389e+09
Error =  4.26389e+09Output =  1.32187e+10
Error =  -1.32187e+10Output =  -4.09799e+10
Error =  4.09799e+10Output =  1.27044e+11
Error =  -1.27044e+11Output =  -3.93856e+11
Error =  3.93856e+11Output =  1.22101e+12
Error =  -1.22101e+12Output =  -3.78532e+12
Error =  3.78532e+12Output =  1.17351e+13
Error =  -1.17351e+13Output =  -3.63805e+13
Error =  3.63805e+13Output =  1.12785e+14
Error =  -1.12785e+14Output =  -3.49651e+14
Error =  3.49651e+14Output =  1.08397e+15
Error =  -1.08397e+15Output =  -3.36047e+15
Error =  3.36047e+15Output =  1.0418e+16
Error =  -1.0418e+16Output =  -3.22973e+16
Error =  3.22973e+16Output =  1.00126e+17
Error =  -1.00126e+17Output =  -3.10407e+17
Error =  3.10407e+17Output =  9.62309e+17
Error =  -9.62309e+17Output =  -2.9833e+18
Error =  2.9833e+18Output =  9.24869e+18
Error =  -9.24869e+18Output =  -2.86723e+19
Error =  2.86723e+19Output =  8.88886e+19
Error =  -8.88886e+19Output =  -2.75568e+20
Error =  2.75568e+20Output =  8.54302e+20
Error =  -8.54302e+20Output =  -2.64847e+21
Error =  2.64847e+21Output =  8.21065e+21
Error =  -8.21065e+21Output =  -2.54542e+22
Error =  2.54542e+22Output =  7.8912e+22
Error =  -7.8912e+22Output =  -2.44639e+23
Error =  2.44639e+23Output =  7.58418e+23
Error =  -7.58418e+23Output =  -2.35121e+24
Error =  2.35121e+24Output =  7.28911e+24
Error =  -7.28911e+24Output =  -2.25973e+25
Error =  2.25973e+25Output =  7.00552e+25
Error =  -7.00552e+25Output =  -2.17182e+26
Error =  2.17182e+26Output =  6.73296e+26
Error =  -6.73296e+26Output =  -2.08732e+27
Error =  2.08732e+27Output =  6.47101e+27
Error =  -6.47101e+27Output =  -2.00611e+28
Error =  2.00611e+28Output =  6.21924e+28
Error =  -6.21924e+28Output =  -1.92806e+29
Error =  1.92806e+29Output =  5.97728e+29
Error =  -5.97728e+29Output =  -1.85305e+30
Error =  1.85305e+30Output =  5.74472e+30
Error =  -5.74472e+30Output =  -1.78095e+31
Error =  1.78095e+31Output =  5.52122e+31
Error =  -5.52122e+31Output =  -1.71166e+32
Error =  1.71166e+32Output =  5.30641e+32
Error =  -5.30641e+32Output =  -1.64507e+33
Error =  1.64507e+33Output =  5.09995e+33
Error =  -5.09995e+33Output =  -1.58106e+34
Error =  1.58106e+34Output =  4.90153e+34
Error =  -4.90153e+34Output =  -1.51955e+35
Error =  1.51955e+35Output =  4.71083e+35
Error =  -4.71083e+35Output =  -1.46043e+36
Error =  1.46043e+36Output =  4.52755e+36
Error =  -4.52755e+36Output =  -1.40361e+37
Error =  1.40361e+37Output =  4.3514e+37
Error =  -4.3514e+37Output =  -1.349e+38
Error =  1.349e+38Output =  4.18211e+38
Error =  -4.18211e+38Output =  -1.29652e+39
Error =  1.29652e+39Output =  4.0194e+39
Error =  -4.0194e+39Output =  -1.24607e+40
Error =  1.24607e+40Output =  3.86302e+40
Error =  -3.86302e+40Output =  -1.19759e+41
Error =  1.19759e+41Output =  3.71272e+41
Error =  -3.71272e+41Output =  -1.151e+42
Error =  1.151e+42Output =  3.56827e+42
Error =  -3.56827e+42Output =  -1.10622e+43
Error =  1.10622e+43Output =  3.42944e+43
Error =  -3.42944e+43Output =  -1.06318e+44
Error =  1.06318e+44Output =  3.29602e+44
Error =  -3.29602e+44Output =  -1.02181e+45
Error =  1.02181e+45Output =  3.16778e+45
Error =  -3.16778e+45Output =  -9.8206e+45
Error =  9.8206e+45Output =  3.04453e+46
Error =  -3.04453e+46Output =  -9.43852e+46
Error =  9.43852e+46Output =  2.92608e+47
Error =  -2.92608e+47Output =  -9.0713e+47
Error =  9.0713e+47Output =  2.81224e+48
Error =  -2.81224e+48Output =  -8.71837e+48
Error =  8.71837e+48Output =  2.70283e+49
Error =  -2.70283e+49Output =  -8.37917e+49
Error =  8.37917e+49Output =  2.59767e+50
Error =  -2.59767e+50Output =  -8.05317e+50
Error =  8.05317e+50Output =  2.4966e+51
Error =  -2.4966e+51Output =  -7.73985e+51
Error =  7.73985e+51Output =  2.39947e+52
Error =  -2.39947e+52Output =  -7.43872e+52
Error =  7.43872e+52Output =  2.30612e+53
Error =  -2.30612e+53Output =  -7.14931e+53
Error =  7.14931e+53Output =  2.21639e+54
Error =  -2.21639e+54Output =  -6.87115e+54
Error =  6.87115e+54Output =  2.13016e+55
Error =  -2.13016e+55Output =  -6.60382e+55
Error =  6.60382e+55Output =  2.04728e+56
Error =  -2.04728e+56Output =  -6.34689e+56
Error =  6.34689e+56Output =  1.96763e+57
Error =  -1.96763e+57Output =  -6.09996e+57
Error =  6.09996e+57Output =  1.89108e+58
Error =  -1.89108e+58Output =  -5.86263e+58
Error =  5.86263e+58Output =  1.8175e+59
Error =  -1.8175e+59Output =  -5.63454e+59
Error =  5.63454e+59Output =  1.74679e+60
Error =  -1.74679e+60Output =  -5.41532e+60
Error =  5.41532e+60Output =  1.67883e+61
Error =  -1.67883e+61Output =  -5.20463e+61
Error =  5.20463e+61Output =  1.61351e+62
Error =  -1.61351e+62Output =  -5.00214e+62
Error =  5.00214e+62Output =  1.55074e+63
Error =  -1.55074e+63Output =  -4.80752e+63
Error =  4.80752e+63Output =  1.4904e+64
Error =  -1.4904e+64Output =  -4.62048e+64
Error =  4.62048e+64Output =  1.43242e+65
Error =  -1.43242e+65Output =  -4.44071e+65
Error =  4.44071e+65Output =  1.37669e+66
Error =  -1.37669e+66Output =  -4.26794e+66
Error =  4.26794e+66Output =  1.32313e+67
Error =  -1.32313e+67Output =  -4.10189e+67
Error =  4.10189e+67Output =  1.27165e+68
Error =  -1.27165e+68Output =  -3.9423e+68
Error =  3.9423e+68Output =  1.22217e+69
Error =  -1.22217e+69Output =  -3.78892e+69
Error =  3.78892e+69Output =  1.17462e+70
Error =  -1.17462e+70Output =  -3.64151e+70
Error =  3.64151e+70Output =  1.12892e+71
Error =  -1.12892e+71Output =  -3.49983e+71
Error =  3.49983e+71Output =  1.085e+72
Error =  -1.085e+72Output =  -3.36367e+72
Error =  3.36367e+72Output =  1.04279e+73
Error =  -1.04279e+73Output =  -3.2328e+73
Error =  3.2328e+73Output =  1.00222e+74
Error =  -1.00222e+74Output =  -3.10702e+74
Error =  3.10702e+74Output =  9.63224e+74
Error =  -9.63224e+74Output =  -2.98614e+75
Error =  2.98614e+75Output =  9.25749e+75
Error =  -9.25749e+75Output =  -2.86996e+76
Error =  2.86996e+76Output =  8.89731e+76
Error =  -8.89731e+76Output =  -2.7583e+77
Error =  2.7583e+77Output =  8.55115e+77
Error =  -8.55115e+77Output =  -2.65099e+78
Error =  2.65099e+78Output =  8.21846e+78
Error =  -8.21846e+78Output =  -2.54785e+79
Error =  2.54785e+79Output =  7.89871e+79
Error =  -7.89871e+79Output =  -2.44872e+80
Error =  2.44872e+80Output =  7.5914e+80
Error =  -7.5914e+80Output =  -2.35345e+81
Error =  2.35345e+81Output =  7.29604e+81
Error =  -7.29604e+81Output =  -2.26188e+82
Error =  2.26188e+82Output =  7.01218e+82
Error =  -7.01218e+82Output =  -2.17388e+83
Error =  2.17388e+83Output =  6.73936e+83
Error =  -6.73936e+83Output =  -2.0893e+84
Error =  2.0893e+84Output =  6.47716e+84
Error =  -6.47716e+84Output =  -2.00802e+85
Error =  2.00802e+85Output =  6.22516e+85
Error =  -6.22516e+85Output =  -1.92989e+86
Error =  1.92989e+86Output =  5.98296e+86
Error =  -5.98296e+86Output =  -1.85481e+87
Error =  1.85481e+87Output =  5.75019e+87
Error =  -5.75019e+87Output =  -1.78264e+88
Error =  1.78264e+88Output =  5.52647e+88
Error =  -5.52647e+88Output =  -1.71329e+89
Error =  1.71329e+89Output =  5.31145e+89
Error =  -5.31145e+89Output =  -1.64663e+90
Error =  1.64663e+90Output =  5.1048e+90
Error =  -5.1048e+90Output =  -1.58257e+91
Error =  1.58257e+91Output =  4.9062e+91
Error =  -4.9062e+91Output =  -1.52099e+92
Error =  1.52099e+92Output =  4.71531e+92
Error =  -4.71531e+92Output =  -1.46182e+93
Error =  1.46182e+93Output =  4.53186e+93
Error =  -4.53186e+93Output =  -1.40494e+94
Error =  1.40494e+94Output =  4.35554e+94
Error =  -4.35554e+94Output =  -1.35028e+95
Error =  1.35028e+95Output =  4.18608e+95
Error =  -4.18608e+95Output =  -1.29775e+96
Error =  1.29775e+96Output =  4.02322e+96
Error =  -4.02322e+96Output =  -1.24726e+97
Error =  1.24726e+97Output =  3.86669e+97
Error =  -3.86669e+97Output =  -1.19873e+98
Error =  1.19873e+98Output =  3.71625e+98
Error =  -3.71625e+98Output =  -1.15209e+99
Error =  1.15209e+99Output =  3.57167e+99
Error =  -3.57167e+99Output =  -1.10727e+100
Error =  1.10727e+100Output =  3.43271e+100
Error =  -3.43271e+100Output =  -1.06419e+101
Error =  1.06419e+101Output =  3.29915e+101
Error =  -3.29915e+101Output =  -1.02279e+102
